C�digo;Descri��o;Fornecedor;Nome do fornecedor;Departamento;Descri��o do departamento;Se��o;Descri��o da se��o;Marca;Marca;Categoria;Nome da categoria;Tipo de mercadoria;Embalagem;Qtde unit.embalagem(Venda);Qtde embalagem master(Compra);Peso l�quido (Kg);NCM + Exce��o;Descri��o;NCM;Exce��o da TIPI;GTIN Unid.Venda;GTIN Unid.Master;GTIN Unid. Tribut�vel;Unidade Venda [EAN8, UPC12, EAN13, e DUN14];Unidade Master [EAN8, UPC12, EAN13, e DUN14];EAN Unid. Tribut�vel;C�d. F�brica;N�mero original;C�d. prod. principal;Descri��o do produto;Envia informa��es t�cnicas para NF-e;Fora de linha;Sub-Categoria;Nome da subcategoria;Data Exclus�o;Dt.Cadastro;% Representante;M�ltiplo compras;Qtd min. de compra embalagem do fornecedor;Sugerir pre�o de venda baseado;C�digo filial;Raz�o Social;Utiliza licen�a de importa��o;Descricao;Controlado pelo IBAMA;Verificar ramo de atividade para c�lculo do ST;Classe comiss�o;%Comiss�o Int.;Unidade Tribut�vel;Descri��o da unidade;Cesta B�sica - Legisla��o;Fator Convers�o Tribut�vel;Fator Convers�o Tribut�vel Ex;C�digo de agrega��o;C�digo interno;Utiliza o c�digo de agrega��o;Distribui��o;Descri��o do distribuidor;Classe Terap�utica;Codigo da sazonalidade;C�digo no SIMPRO;Grupo de Faturamento;Descri��o do principio ativo;Princ�pio ativo 2;Tipo embalagem Unilever;Tipo integra��o B2B;Url do produto; 
4244;DOCILE PAST MINI MINTY TUT UNI 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,16;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8962;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4245;DOCILE GELATINES MINI AMORAS 15G ;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/12 UN;1;12;0,18;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8734;;3830;DOCILE CANUD COLOR MOR CITRIC 12PC 15G ;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4247;DOCILE GELATINES DENTES DE VAMP INST 1KG;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;1;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;5822;;4247;DOCILE GELATINES DENTES DE VAMP INST 1KG;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4248;DOCILE GELATINES BEIJO INST 1KG;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;10;1;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;2,78965E+13;;5840;;4248;DOCILE GELATINES BEIJO INST 1KG;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4249;DOCILE GELATINES AMORAS INST 1KG;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;1;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;5829;;2474;DOCILE GELATINES FESTA 80GR;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4250;DOCILE CHICLE X-CLE TUTTI FRUIT 5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/40UN;1;20;0,095;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80024;;4236;DOCILE CHICLE X-CLE HORTELA 5G;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4251;DOCILE CHICLE X-CLE MORANGO 5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/40UN;1;20;0,095;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80025;;4236;DOCILE CHICLE X-CLE HORTELA 5G;N;  ;;;;07/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4381;DOCILE CHICLE X-CLE UVA 5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/40UN;1;20;0,095;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80026;;4236;DOCILE CHICLE X-CLE HORTELA 5G;N;  ;;;;14/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4383;DOCILE BALA DOCIGOMA M SINO AZUL 500GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;20;0,5;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8010;;2817;DOCILE BALA DOCIGOMA SINO SORT 500GR;N;  ;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4384;DOCILE BALA DOCIGOMA M SINO ROSA 500GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;20;0,502;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8011;;2817;DOCILE BALA DOCIGOMA SINO SORT 500GR;N;  ;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4385;DOCILE BALA DOCIGOMA M SINO BRANCO 500GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;20;0,502;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8012;;4385;DOCILE BALA DOCIGOMA M SINO BRANCO 500GR;N;FL;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4386;DOCILE CHICLE X-CLE BOLINHA TUTTI-F 4,5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;PC C/50 UN;1;33;0,225;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80030;;4386;DOCILE CHICLE X-CLE BOLINHA TUTTI-F 4,5G;N;  ;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4387;DOCILE PASTILLE MEGA 440G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;PC ;1;18;0,44;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;2,78965E+13;;4989;;4231;DOCILE PASTILLE MINI 12 290G;N;FL;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4388;DOCILE PASTILLE MORANGO 396G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/24;1;8;0,396;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8413;;4233;DOCILE PASTILLE MINI 5 240G;N;FL;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4389;DOCILE PASTILLE FRUTAS 396G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/24;1;8;0,396;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8412;;4233;DOCILE PASTILLE MINI 5 240G;N;FL;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4391;DOCILE DOCIGOMA MINI SINO GURT 18G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;DP C/24;1;12;0,45;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80080;;4391;DOCILE DOCIGOMA MINI SINO GURT 18G;N;FL;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4393;DOCILE GELATINES MOR CITRIC EXP INST 80G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,08;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8725;;4393;DOCILE GELATINES MOR CITRIC EXP INST 80G;N;FL;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4395;DOCILE CHICLE X-CLE TUTTI FRUIT UNI 4,5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/40UN;1;20;0,095;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80037;;4236;DOCILE CHICLE X-CLE HORTELA 5G;N;  ;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4396;DOCILE MINTY MENTA S ACUCAR 21G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/9;1;6;0,189;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80072;;2738;DOCILE PAST MINI MINTY CEREJA 14GR C/12;N;  ;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4397;DOCILE MINTY EXTRAFORTE S ACUCAR 21G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/9;1;6;0,189;21069060.;CARAMEL.CONF.PASTS.E PRODS.SEMLH.,S/A��CAR;21069060;;13;14;;7,89645E+12;1,78965E+13;;80073;;4397;DOCILE MINTY EXTRAFORTE S ACUCAR 21G;N;  ;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4398;DOCILE MINTY MENTA FRESH S ACUCAR 21G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/9;1;6;0,189;21069060.;CARAMEL.CONF.PASTS.E PRODS.SEMLH.,S/A��CAR;21069060;;13;14;;7,89645E+12;1,78965E+13;;80074;;2738;DOCILE PAST MINI MINTY CEREJA 14GR C/12;N;  ;;;;26/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4399;DOCILE PASTILLE MINI 8 385G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;PC ;1;18;0,385;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;4840;;4233;DOCILE PASTILLE MINI 5 240G;N;FL;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4400;DOCILE CHICLE X-CLE PINTA L TUTTI 5G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/40UN;1;20;0,1;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;80028;;4236;DOCILE CHICLE X-CLE HORTELA 5G;N;  ;;;;26/04/2021;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4402;DOCILE BALA GELATINES MIX FRUTAS NAT 70G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,07;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;14;14;;7,89645E+12;1,78965E+13;;80008;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;29/04/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4511;EC RUFFLES SAL 76G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;12;RUFFLES;56;RUFFLES;L;UNIDADE;1;24;0,076;20052000.;BATATAS � CONS.VINAGRE/�CIDO AC�TICO,� CONG.;20052000;;13;14;;7,89284E+12;1,78928E+13;;300052960;;4511;EC RUFFLES SAL 76G;N;FL;;;;31/05/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4516;DOCILE PAST MINTY MORANGO 17GR C/20;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/20;1;30;0,34;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8351;;2753;DOCILE PAST MINTY HORTELA 17GR C/40;N;FL;;;;31/05/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4623;DOCILE DOCIGOMA GENGIBRE E EUCAL 18G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;DP C/12;1;12;0,45;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80085;;4622;DOCILE DOCIGOMA GENGIBRE E MEL 18G;N;FL;;;;28/07/2021;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4624;*CARRINHO ELETRICO JAGUAR BRANCO 12V;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80500;BRINDE;36;KIDS;80520;MERCHANDISING;L;UN;1;1;7;95030010.;BRINQ.D/RODA P/CRIAN�A/CARRINHOS P/BONECOS;95030010;;13;14;;7,89909E+12;7,89909E+12;;14084;;2831;CARRINHO DE BEBE XTREME VERMELHO;N;  ;;;;28/07/2021;;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4625;*DOCILE EXPOSITOR METAL SM;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80401;DISPLAY;L;UN;1;1;5;94032090.;DISPLAY MUNDIAL;94032090;;13;14;;3,06701E+12;3,06701E+12;;553;;2598;EXPOSITOR DOCILE PDV METAL SLIM;N;  ;;;;28/07/2021;3;;;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4626;*MOCHILA DOCILE CINZA;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80200;VESTUARIO;36;KIDS;80201;CAMISAS/CAMISETAS;L;UNIDADE;1;1;1,4;42022220.;BOLSAS,C/SUPERF�CIE EXT.D/MAT�RIAS T�XTEIS;42022220;;13;8;;10511051;10511051;;1051;;4626;*MOCHILA DOCILE CINZA;N;  ;1;TECIDO;;28/07/2021;;0;0;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4627;*POCHETE DOCILE CINZA;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80200;VESTUARIO;36;KIDS;80201;CAMISAS/CAMISETAS;L;UNIDADE;1;1;1,4;61099000.;CAMISETAS(T.SHIRTS)CAMISET.INT.MALHA./M.T�XTIL;61099000;;13;8;;1128;1128;;1128;;4626;*MOCHILA DOCILE CINZA;N;  ;1;TECIDO;;28/07/2021;;0;0;0;1;NAO EXISTE;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4628;*DOCIL BICICLETA A26 MARCHA BRA/VERM;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;90008;BRINQUEDOS;98001;BRINQUEDOS;198;TURIM;98100;BRINQUEDOS COM RODAS;L;UN;1;1;14;87120010.;BICICLETAS SEM MOTOR;87120010;;14;14;;1,78984E+13;1,78984E+13;;7099;;4628;*DOCIL BICICLETA A26 MARCHA BRA/VERM;N;  ;;;;28/07/2021;;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4630;*BONE DOCILE CINZA;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80200;VESTUARIO;36;KIDS;80201;CAMISAS/CAMISETAS;L;UNIDADE;1;1;0,5;61099000.;CAMISETAS(T.SHIRTS)CAMISET.INT.MALHA./M.T�XTIL;61099000;;13;8;;10141014;10141014;;1014;;4626;*MOCHILA DOCILE CINZA;N;  ;1;TECIDO;;28/07/2021;;0;0;0;1;NAO EXISTE;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4632;*DOCILE CARTAZ PROMO PEQUENO A5;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80402;FORRACAO;BD;UN;1;1;0,01;94056900.;MATERIAL DE MERCHANDISING CARTAZES;94056900;;13;14;;10641064;10641064;;1064;;4631;*DOCILE  PLASTICO FORRACAO 60CM;N;  ;;;;29/07/2021;2;;;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4633;* DOCILE ABRACADEIRA NYLON CLIP STRIP;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80401;DISPLAY;L;PC C/283;1;1;1;39211900.;OUTS.CHAPAS,FOLHAS,ETC.D/OUTS.PL�ST.ALVEOL.;39211900;;13;14;;10951095;10951095;;1095;;2835;CLIP STRIP DOCILE;N;  ;;;;29/07/2021;3;;;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4634;*DOCILE  CUBO DECORATIVO;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80402;FORRACAO;BD;UN;1;1;1;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;1403014030;1403014030;;14030;;4631;*DOCILE  PLASTICO FORRACAO 60CM;N;  ;;;;29/07/2021;2;;;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4637;*DOCILE FAIXA DE GONDOLA C/ 10 UN;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80402;FORRACAO;BD;UN;1;1;1;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;65686568;65686568;;6568;;4637;*DOCILE FAIXA DE GONDOLA C/ 10 UN;N;  ;;;;29/07/2021;2;;;0;4;LCA DISTRIBUIDORA LTDA;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4695;EC CHEETOS BOLA 37G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;59;A DEFINIR;L;UNIDADE;1;48;0,037;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300053790;;3972;EC CHEETOS ONDA REQUEIJAO 45G;N;FL;;;;16/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4697;EC CHEETOS LUA PARMESAO 125G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;53;CHEETOS LUA;L;UNIDADE;1;12;0,125;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300053342;;5909;EC CHEETOS LUA PARMESAO 143G;N;FL;;;;16/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4698;EC FANDANGOS QUEIJO 45G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;48;0,045;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300046877;;3972;EC CHEETOS ONDA REQUEIJAO 45G;N;FL;;;;16/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4699;EC FANDANGOS PRESUNTO 45G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;48;0,045;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300047090;;3972;EC CHEETOS ONDA REQUEIJAO 45G;N;FL;;;;16/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4700;EC CHEETOS LUA PARMESAO 40G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;53;CHEETOS LUA;L;UNIDADE;1;40;0,04;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300053340;;3972;EC CHEETOS ONDA REQUEIJAO 45G;N;FL;;;;16/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4701;EC RUFFLES SAL 115G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;12;RUFFLES;56;RUFFLES;L;UNIDADE;1;15;0,115;20052000.;BATATAS � CONS.VINAGRE/�CIDO AC�TICO,� CONG.;20052000;;13;14;;7,89284E+12;2,78928E+13;;300052932;;4701;EC RUFFLES SAL 115G;N;  ;;;;17/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4702;EC RUFFLES STAX CHEDDAR 134G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;12;RUFFLES;56;RUFFLES;L;UNIDADE;1;14;0,134;19059090.1;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300051059;;5260;EC RUFFLES STAX SOUR CREAM/CEBOLA 134G;N;  ;;;;17/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
4705;EC PINGO DOURO BACON 120G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;18;PINGO DOURO;66;A DEFINIR;L;UNIDADE;1;40;0,12;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300053758;;4705;EC PINGO DOURO BACON 120G;N;FL;;;;17/08/2021;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
